word,general,earn,acq,money,grain,crude,trade,interest,ship,wheat,corn
announces-NNS,7,2,5,0,0,0,0,0,0,0,0
technological-JJ,11,1,5,0,0,1,3,0,1,0,0
follows-VBZ,35,1,11,2,7,2,4,8,3,4,1
synthetic-JJ,6,0,0,0,0,5,1,0,0,0,0
peak-VB,6,3,0,2,0,1,0,0,0,0,0
break-VBP,5,0,0,1,2,1,2,1,0,2,0
installations-NNS,14,2,3,0,2,8,0,0,5,0,2
leveraged-JJ,31,3,29,0,0,0,0,0,0,0,0
balanced-JJ,5,1,0,0,1,2,3,0,0,1,0
guarantees-NNS,32,0,1,3,14,14,0,3,0,11,3
economic-JJ,503,20,32,193,27,46,194,57,7,19,7
wedge-NN,12,0,10,0,0,0,2,0,0,0,0
draw-VB,10,0,1,2,1,3,2,3,0,1,0
produces-NNS,16,3,6,0,0,2,4,0,1,0,0
historic-JJ,8,0,0,5,2,1,1,0,0,1,1
counselor-NN,6,0,0,0,6,0,0,0,0,1,5
NUMBER-NUMBER-CD,995,196,151,264,79,75,14,390,54,44,27
bow-NN,11,0,6,1,0,0,1,0,4,0,0
needs-VBZ,48,1,8,6,11,11,5,6,4,3,4
nz-NN,22,2,14,1,1,0,3,2,0,1,0
reinforcing-VBG,4,0,0,4,0,0,0,0,0,0,0
non-oil-NN,4,0,0,3,0,2,3,2,0,0,0
mmc-NN,4,0,3,1,0,0,0,1,0,0,0
hampshire-NN,5,1,4,0,0,0,0,0,0,0,0
expiration-NN,20,0,18,0,2,0,0,0,0,0,0
creditworthiness-NN,4,0,0,2,0,0,2,0,0,0,0
instance-NN,7,1,0,5,0,0,1,1,0,0,0
hackl-NN,4,4,0,0,0,0,0,0,0,0,0
taiwan-VB,6,0,0,1,2,0,3,0,0,1,1
settled-VBN,13,0,3,0,0,3,2,0,8,0,0
limiting-NN,4,1,0,1,2,0,0,0,0,1,1
vote-NN,34,3,15,2,6,1,8,1,2,3,1
drawn-VBN,12,0,1,1,2,3,5,1,0,1,0
dbkgf-NN,8,3,3,1,0,0,0,2,0,0,0
future-JJ,142,55,35,17,7,20,9,10,1,3,3
cutback-NN,7,0,0,0,1,2,4,0,0,1,0
carolina-NN,13,11,1,0,0,0,0,1,0,0,0
circuit-NN,17,4,13,0,0,0,0,0,0,0,0
dynamics-NNS,30,10,19,0,0,0,0,0,1,0,0
close-NN,58,6,15,16,5,8,4,9,4,3,3
adequate-JJ,28,3,6,9,7,0,1,6,0,4,1
didnt-NN,4,0,3,0,1,0,1,0,0,0,0
kuwaits-NNS,5,0,0,1,0,4,0,0,0,0,0
tested-VBN,5,0,1,1,0,3,0,1,0,0,0
pryor-NN,4,0,0,0,3,0,4,0,0,3,3
symbol-NN,9,5,2,0,1,0,1,0,0,0,1
try-VBP,4,0,1,1,0,1,1,0,0,0,0
borrower-NN,7,2,1,2,0,0,0,3,0,0,0
financed-VBN,14,2,11,0,0,2,1,0,0,0,0
accounts-VBZ,6,0,1,0,0,4,0,0,1,0,0
alaskan-NN,8,0,0,0,0,8,3,0,0,0,0
briefly-RB,5,0,1,0,0,2,0,1,1,0,0
claremont-NN,4,0,4,0,0,0,0,0,0,0,0
polyester-NN,4,4,0,0,0,0,0,0,0,0,0
struck-VBP,4,0,0,1,0,2,0,0,3,0,0
superdrug-NN,6,0,6,0,0,0,0,0,0,0,0
transfer-VB,22,7,10,0,0,5,1,0,8,0,0
general-JJ,381,86,153,12,23,25,64,11,30,8,8
corpus-NN,8,0,5,0,0,8,0,0,0,0,0
cci-NN,8,1,7,0,0,0,0,0,0,0,0
london-VB,4,0,0,2,0,2,0,0,0,0,0
arctic-JJ,6,0,1,0,0,3,0,0,2,0,0
accountants-NNS,8,7,0,0,0,0,0,0,1,0,0
friction-NN,18,0,5,2,0,0,12,0,0,0,0
industrialisation-NN,4,0,0,0,2,2,0,0,0,0,0
specializes-VBZ,4,0,3,0,1,0,0,0,0,0,0
anything-NN,33,2,0,12,2,6,8,4,1,1,0
arabian-JJ,6,0,0,0,0,3,0,0,5,0,0
lower-VB,6,1,1,0,0,1,0,3,0,0,0
stockholders-NNS,61,28,33,1,0,1,1,0,0,0,0
estimates-VBZ,34,15,5,2,2,6,2,2,1,1,1
conduct-NN,7,1,1,3,2,0,0,2,0,2,2
arisen-VBN,4,1,2,1,0,0,0,0,0,0,0
seton-NN,5,0,5,0,0,0,0,0,0,0,0
wilhelm-NN,4,1,2,0,0,0,0,0,1,0,0
moderate-VB,11,1,1,10,0,0,0,0,0,0,0
taiwan-IN,4,0,0,2,0,0,3,0,0,0,0
modify-VB,5,0,1,1,2,0,1,0,0,1,1
mmtcs-NNS,4,0,0,0,2,2,4,0,0,2,0
bonn-NN,12,0,1,8,0,0,2,1,2,0,0
activity-NN,74,10,9,14,13,15,7,7,2,6,9
narrow-NN,29,1,0,17,2,2,6,7,2,2,0
supply-NN,130,9,10,45,15,33,11,40,5,6,6
three-month-JJ,31,0,3,13,1,2,1,18,0,0,1
odgers-NNS,5,5,0,0,0,0,0,0,0,0,0
looked-VBD,8,3,1,1,0,3,2,0,2,0,0
frederick-NN,4,4,0,0,0,0,0,0,0,0,0
looked-VBN,9,0,2,2,3,1,2,0,0,1,0
adopt-VB,15,2,1,4,1,1,2,4,0,0,0
nevada-NN,11,1,10,0,0,0,0,0,0,0,0
tourist-NN,4,0,0,2,0,0,2,0,0,0,0
allow-VB,106,13,38,10,17,15,15,1,4,13,3
disputed-VBD,6,0,1,1,1,2,1,0,1,0,0
disputed-VBN,12,0,3,0,0,7,1,0,8,0,0
selz-NN,4,4,0,0,0,0,0,0,0,0,0
jute-NN,5,0,0,0,3,3,4,0,1,3,0
scope-NN,12,0,0,3,1,3,4,5,0,0,0
barber-NN,11,5,0,0,0,2,4,0,5,0,0
troubled-JJ,17,6,5,0,1,4,3,0,2,1,1
us-japanese-JJ,15,0,2,1,0,0,12,0,0,0,0
thomson-NN,6,3,3,0,0,0,0,0,0,0,0
faraway-NN,4,0,4,0,0,0,0,0,0,0,0
declining-VBG,37,9,4,1,2,10,8,1,3,0,1
least-NN,4,0,0,0,0,0,3,1,0,0,0
ruding-VBG,4,0,0,4,0,0,4,0,0,0,0
willingness-NN,23,1,3,5,3,5,9,1,1,2,2
pc-NN,15,0,15,0,0,0,0,0,0,0,0
rupiah-NN,9,0,0,5,1,1,2,2,0,1,1
studied-VBN,7,0,4,0,2,0,1,0,0,2,0
upturn-NN,15,4,0,3,0,3,4,4,0,0,0
flow-NN,90,49,16,5,3,24,4,0,3,1,2
refining-NN,28,7,5,0,0,22,0,0,0,0,0
basically-RB,15,2,5,3,1,0,5,0,0,1,0
transmission-NN,12,5,6,0,0,2,0,0,1,0,0
spain-VB,4,0,0,0,4,0,0,0,0,1,4
dyr-NN,4,3,1,0,0,0,0,0,0,0,0
wormald-NN,5,0,5,0,0,0,0,0,0,0,0
tendering-VBG,7,0,7,0,0,0,0,0,0,0,0
boston-NN,50,8,37,0,0,1,0,4,0,0,0
tightening-VBG,7,1,0,1,2,0,2,1,0,2,0
versus-CC,19,9,0,1,7,0,2,2,1,4,4
pentagon-NN,10,0,4,0,0,3,0,0,6,0,0
neighbours-NNS,5,0,1,0,0,3,1,0,3,0,0
take-up-NN,6,0,0,6,0,0,0,0,0,0,0
deep-NN,10,0,0,2,0,3,3,2,2,0,0
anticipated-VBN,36,19,6,2,5,3,0,3,0,1,4
dairy-NN,27,12,3,0,8,0,7,0,0,5,4
anticipated-VBD,8,6,1,0,0,0,0,1,0,0,0
broker-NN,15,1,9,3,0,2,0,3,0,0,0
hernandez-NN,27,6,2,0,0,27,0,0,0,0,0
carrier-NN,27,6,8,0,2,3,0,0,13,1,0
corresponding-NN,9,3,0,2,3,0,1,0,0,0,1
despite-IN,140,38,15,27,12,21,22,9,11,5,6
limits-VBZ,4,0,1,2,0,1,1,0,0,0,0
carroll-NN,6,0,1,0,1,1,0,4,0,0,0
mike-NN,5,0,0,0,0,0,5,0,0,0,0
minorities-NNS,23,23,0,0,0,0,0,0,0,0,0
p-NN,17,10,3,0,0,2,1,0,2,0,0
companies-JJ,4,0,3,0,0,1,0,0,0,0,0
improvement-NN,86,40,2,14,2,8,24,8,0,1,1
friends-NNS,4,0,2,0,0,2,1,0,1,0,0
entire-JJ,54,12,23,2,7,6,3,1,3,2,2
hrs-NNS,28,0,7,0,4,1,0,2,17,4,2
premature-NN,10,2,0,1,4,0,1,3,0,3,1
eliminate-VB,14,3,5,1,2,1,2,1,0,1,0
renew-VB,12,1,1,1,1,5,1,0,2,1,1
topic-JJ,5,0,1,2,1,0,0,1,0,1,0
gross-JJ,13,3,0,2,0,7,1,0,0,0,0
non-consolidated-JJ,6,4,2,0,0,0,0,0,0,0,0
venezuelas-NNS,11,3,1,0,0,11,0,0,0,0,0
grant-VB,10,3,4,1,2,0,2,0,0,1,2
renewed-VBN,16,0,0,11,0,2,1,3,3,0,0
renewed-VBD,9,0,0,3,0,3,3,1,0,0,0
article-NN,16,1,6,2,2,1,4,0,1,1,1
NUMBER-hour-CD,4,0,1,2,0,2,1,0,1,0,0
bought-NN,13,0,4,3,2,2,1,3,0,1,1
retrieval-NN,7,0,7,0,0,0,0,0,0,0,0
juice-NN,4,0,1,0,0,0,3,0,0,0,0
farming-VBG,4,0,0,0,3,0,1,0,0,0,1
commitments-NNS,43,1,10,7,14,8,4,2,0,9,8
uneconomic-JJ,4,2,0,0,0,2,0,0,0,0,0
caracas-NNS,8,0,1,0,0,8,0,0,0,0,0
designated-VBN,6,2,1,1,1,0,0,1,0,0,1
eisenberg-NN,4,4,2,0,0,0,0,0,0,0,0
semolina-NN,6,0,0,0,6,0,0,0,0,6,0
sunflower-NN,14,0,2,0,12,0,0,0,0,1,11
account-VBP,15,3,1,5,0,1,5,2,0,0,0
markheath-NN,4,0,4,0,0,0,0,0,0,0,0
dixon-NN,4,1,3,0,0,0,0,0,0,0,0
austerity-NN,6,0,0,0,0,5,0,1,0,0,0
remarks-NNS,54,3,5,25,3,6,13,13,2,2,1
disruption-NN,9,2,1,2,0,2,0,2,2,0,0
commented-VBD,10,0,4,1,0,3,1,1,1,0,0
iron-NN,22,3,5,1,3,3,6,1,8,3,0
adjust-VB,17,1,0,5,5,5,2,1,0,2,3
certificate-NN,44,10,1,2,27,0,1,5,1,0,5
fabrics-NNS,9,2,7,0,0,0,0,0,0,0,0
cooperate-VB,46,0,5,35,0,3,6,2,1,0,0
miles--NONE-,5,0,0,0,0,5,0,0,2,0,0
comply-RB,16,4,9,0,0,0,3,0,0,0,0
emerys-NNS,9,0,9,0,0,0,0,0,0,0,0
dome-NN,49,15,38,0,0,1,0,0,0,0,0
fidelity-NN,17,1,15,0,0,0,1,0,0,0,0
west-JJS,144,8,11,73,10,23,25,16,8,3,7
trades-NNS,6,1,0,1,1,3,1,0,1,1,0
dorsey-NN,4,0,4,0,0,0,0,0,0,0,0
study-NN,108,4,14,4,30,38,17,1,0,18,15
approved-VBN,122,32,63,3,13,5,10,4,4,6,6
exploiting-VBG,4,1,1,0,0,2,0,0,0,0,0
approved-VBD,112,29,51,2,17,6,10,0,1,10,7
exporter-NN,19,0,0,0,6,8,5,0,1,4,1
hydro-NN,6,1,0,0,0,6,0,0,0,0,0
combined-VBD,5,0,3,0,2,0,0,0,0,2,1
combined-VBN,85,20,51,1,6,5,2,1,1,1,4
intellectual-JJ,4,0,0,0,1,0,3,0,0,1,0
spokesperson-NN,5,2,3,0,1,0,0,0,0,0,1
consist-NN,5,1,4,0,0,0,0,0,0,0,0
communitys-NNS,7,0,1,0,4,0,3,0,0,2,2
changes-NNS,152,17,20,36,34,19,26,14,7,8,16
massive-JJ,17,2,1,9,0,1,9,2,0,0,0
pension-NN,48,36,8,5,0,0,0,1,0,0,0
receive-VB,133,22,88,1,14,8,0,0,3,7,8
north-NN,34,11,8,0,4,11,1,0,4,2,0
plain-NN,10,0,0,0,4,5,1,0,0,2,0
got-NN,4,1,0,0,1,0,1,0,1,0,0
voted-VBN,4,0,3,0,0,0,0,1,0,0,0
voted-VBD,35,11,7,1,3,2,8,2,4,2,2
naturally-RB,5,0,1,2,0,2,1,0,0,0,0
slowdown-NN,11,1,0,5,0,1,3,3,1,0,0
rogers-NNS,11,3,6,0,2,0,0,0,0,2,0
overdue-JJ,5,4,1,0,0,0,0,0,0,0,0
lawsons-NNS,14,0,0,8,0,1,2,13,0,0,0
lack-VBP,4,0,0,2,1,0,1,0,0,0,1
nino-NN,12,0,0,0,12,0,0,0,0,5,7
used-VBD,22,5,9,2,1,4,2,1,1,1,0
used-VBN,151,29,56,15,20,12,15,3,12,8,7
year-ago-JJ,76,56,1,1,3,15,3,0,2,1,2
halted-VBD,5,0,1,1,0,1,1,0,1,0,0
halted-VBN,14,1,3,0,2,3,0,0,6,2,0
bureau-VBP,5,0,0,0,0,0,5,0,0,0,0
antibioticos-NNS,4,0,4,0,0,0,0,0,0,0,0
francisco-NN,9,1,6,0,0,0,0,2,0,0,0
assessments-NNS,5,0,0,2,1,0,0,0,2,1,0
tackle-VB,9,0,0,2,0,4,3,0,3,0,0
higher-NN,4,2,0,0,0,1,0,1,0,0,0
qualified-JJ,6,4,2,0,0,0,0,0,0,0,0
kilo-NN,5,0,0,0,5,0,0,0,0,3,2
aggregate-JJ,9,1,6,2,0,0,0,2,0,0,0
quite-JJ,6,0,2,1,0,0,1,3,0,0,0
impatience-NN,5,0,0,0,0,0,4,1,0,0,0
correction-NN,8,0,3,6,0,0,6,0,0,0,0
flats-NNS,6,5,1,0,0,0,0,0,0,0,0
licensing-NN,5,3,2,0,0,1,1,0,0,0,0
distributes-NNS,5,0,5,0,0,0,0,0,0,0,0
allowing-VBG,31,6,8,2,2,4,10,0,0,0,1
strikes-NNS,29,2,1,3,4,2,1,0,22,0,0
theyll-NN,6,0,2,0,2,1,1,0,0,2,1
create-VB,42,6,19,6,0,6,5,3,2,0,0
lawsuits-NNS,9,3,5,0,0,2,0,1,0,0,0
clearly-JJ,5,0,0,2,1,0,2,0,0,1,0
drain-VB,28,0,0,25,1,0,0,14,1,0,0
american-MD,6,1,4,0,0,2,0,0,1,0,0
intervene-NN,4,0,0,4,0,0,0,1,0,0,0
spent-NN,5,1,0,2,0,1,1,0,1,0,0
fails-VBZ,5,0,3,0,2,1,0,0,0,0,2
employees-NNS,71,13,45,1,2,6,2,0,13,0,0
attempts-VBZ,9,1,4,1,0,3,0,2,0,0,0
capital-NN,493,170,188,65,12,26,35,40,9,3,6
stocked-VBN,4,0,0,3,0,0,0,3,0,0,0
chartered-VBN,11,4,2,0,0,1,0,4,1,0,0
accelerating-VBG,5,0,0,3,0,1,1,1,0,0,0
tre-NN,8,0,8,0,0,0,0,0,0,0,0
housing-VBG,10,1,0,4,0,1,1,3,0,0,0
air-JJ,7,4,3,0,0,0,0,0,0,0,0
space-NN,12,4,2,1,2,0,1,1,2,0,1
hitachi-NN,6,2,0,0,0,0,4,0,0,0,0
begun-NN,6,0,4,1,0,0,0,2,0,0,0
well-JJ,16,4,0,3,1,2,5,2,1,0,1
maximum-NN,45,3,10,2,17,8,2,1,2,12,13
carrying-VBG,13,2,0,1,1,3,0,2,6,0,0
graan-NN,4,0,0,0,4,0,0,0,3,0,0
leadership-NN,10,0,2,4,2,1,3,0,0,0,1
automatically-RB,5,0,0,0,0,0,5,0,0,0,0
rains-VBZ,9,0,0,0,9,0,0,0,0,2,6
wang-JJ,4,2,0,1,0,0,2,0,0,0,0
mexican-NN,5,1,1,0,0,3,0,0,0,0,0
citicorp-VB,5,0,5,0,0,0,0,0,0,0,0
rigs-NNS,21,1,0,0,1,19,2,0,0,1,0
peking-NN,11,0,0,0,5,5,1,0,0,2,0
comes-VBZ,27,3,1,6,2,5,4,4,5,1,1
kharg-VBP,5,0,0,0,0,5,0,0,4,0,0
made--NONE-,4,0,1,1,1,0,2,0,1,0,1
assistance-NN,111,2,2,77,9,13,5,48,3,8,1
draft-VB,6,0,1,2,2,1,0,2,0,2,0
delegation-NN,18,0,0,0,1,3,13,1,1,0,0
allen-NN,5,0,2,0,2,1,0,0,2,0,0
meston-NN,5,1,4,0,0,0,0,0,0,0,0
compatible-JJ,9,0,3,0,0,1,5,0,0,0,0
superior-JJ,10,1,8,0,0,1,0,0,0,0,0
flowed-VBD,5,0,0,3,0,1,1,0,0,0,0
evaluate-VB,14,0,10,0,0,3,1,0,0,0,0
march-VB,14,2,6,2,0,1,0,2,3,0,0
annual-JJ,361,152,86,19,25,41,27,25,6,9,10
kirkland-NN,4,0,0,0,0,0,4,0,0,0,0
individual-JJ,31,8,6,1,4,4,5,1,2,1,0
challenge-VB,5,0,1,1,1,0,1,0,1,0,1
intelligent-NN,5,4,1,0,0,0,0,0,0,0,0
finance-VB,50,9,16,6,4,7,7,6,2,1,3
petrol-NN,9,0,0,0,0,1,0,0,8,0,0
kodak-VBD,4,1,3,0,0,0,0,0,0,0,0
better-RBR,39,14,6,8,4,7,4,2,0,3,1
security-NN,135,16,74,4,0,25,11,4,5,0,0
they-NN,8,0,3,1,2,2,0,0,2,1,1
either-DT,66,3,31,12,4,3,9,5,4,1,3
cargo-NN,64,1,3,0,8,7,4,0,51,2,5
comparative-JJ,5,0,0,1,2,0,1,1,0,1,0
koba-NN,4,0,4,0,0,0,0,0,0,0,0
five-CD,722,313,133,86,56,69,54,37,22,22,21
illinois-VBZ,4,0,3,0,1,0,0,0,0,0,0
complained-VBD,5,0,0,0,0,2,3,0,0,0,0
recorders-NNS,4,1,1,0,0,0,2,0,0,0,0
complained-VBN,6,0,0,1,1,0,4,0,0,0,1
nomura-NN,4,2,0,1,0,0,0,1,0,0,0
wake-NN,10,5,2,0,0,0,3,0,0,0,0
costing-VBG,4,1,1,0,0,2,0,0,0,0,0
murtha-NN,4,0,3,0,0,0,1,0,0,0,0
provides-NNS,5,0,5,0,0,0,0,0,0,0,0
na-NN,20,5,7,1,1,0,0,6,0,1,1
anger-NN,9,0,0,1,0,1,7,1,0,0,0
sudden-JJ,10,2,1,4,0,0,4,0,0,0,0
notable-JJ,4,2,0,0,2,0,0,0,0,1,0
pipeline-NN,93,9,12,0,0,78,0,0,1,0,0
belief-NN,20,1,7,4,1,6,0,2,1,1,0
clients-NNS,30,7,14,6,0,4,0,1,0,0,0
japanese-NNS,43,2,3,19,0,3,21,2,1,0,0
crown-NN,14,3,5,4,0,2,1,0,0,0,0
europe-VB,8,0,1,4,1,0,2,0,1,0,1
protected-VBN,10,0,2,0,1,4,3,0,0,1,0
operation-NN,106,31,48,9,1,11,1,4,4,0,1
division-NN,196,55,126,9,5,2,4,2,0,1,3
diamond-NN,24,8,8,0,0,8,0,0,0,0,0
factors-NNS,100,19,9,44,8,7,13,23,2,4,3
g-NUMBER--NONE-,16,0,0,14,0,0,2,2,0,0,0
forecasts-NNS,76,21,1,13,9,13,16,18,1,4,6
proposes-NNS,4,0,1,0,2,0,1,0,0,1,0
viacoms-NNS,7,0,7,0,0,0,0,0,0,0,0
allowed-VBN,52,6,9,13,9,9,6,3,1,1,5
allowed-VBD,17,2,3,4,0,4,3,1,1,0,0
faster-JJR,25,4,3,10,2,2,6,4,0,0,1
sustain-VB,8,2,2,1,0,2,3,0,0,0,0
accounted-VBN,26,15,4,0,2,4,5,0,0,2,0
arabias-NNS,12,1,0,1,0,10,0,0,0,0,0
vital-JJ,24,1,5,0,2,3,10,0,6,1,0
rule-VB,9,1,3,1,1,3,0,0,0,1,1
watching-VBG,8,0,1,5,1,0,1,1,0,1,1
unusual-JJ,16,9,1,2,1,2,0,0,2,0,1
downtown-NN,6,2,4,0,0,0,0,0,0,0,0
row-NN,65,1,36,1,5,7,15,0,7,1,0
domestic-JJ,369,58,14,86,33,84,107,28,7,13,15
naira-NN,8,0,0,8,0,0,0,0,0,0,0
absorbed-VBN,4,1,0,1,0,1,1,2,0,0,0
told-VBD,746,112,161,129,74,93,173,30,54,34,26
fe--NONE-,4,3,1,0,0,0,0,0,0,0,0
told-VBN,45,6,15,4,3,9,5,3,5,1,1
marketable-JJ,10,7,2,0,1,0,0,0,0,1,1
minutes-NNS,6,0,1,1,1,0,1,2,0,1,0
adsteams-NNS,4,3,1,0,0,0,0,0,0,0,0
targetted-VBN,4,0,0,0,2,3,3,0,0,2,0
harvest-NN,64,0,0,0,59,2,3,0,1,3,42
determining-VBG,4,1,1,0,1,0,1,0,0,0,1
robert-NN,63,7,21,17,2,7,11,5,1,0,2
roxy-NN,4,0,0,0,0,4,0,0,0,0,0
a/s-JJ,4,1,0,0,0,3,0,0,0,0,0
alternatively-RB,5,0,3,0,2,0,0,0,1,1,0
shipping-VBG,44,3,4,2,2,5,1,0,35,2,0
shr-NN,2490,2490,0,0,0,0,0,0,0,0,0
beebas-NNS,4,0,4,0,0,0,0,0,0,0,0
lord-NN,17,10,0,2,0,3,1,0,5,0,0
call-NN,82,1,8,42,6,3,14,32,3,3,4
sweeteners-NNS,5,0,0,0,5,0,0,0,0,0,5
disputed-JJ,5,0,1,0,0,4,0,0,4,0,0
persistent-JJ,7,0,0,0,1,1,3,1,1,1,0
lift-VB,24,1,1,4,3,11,5,1,1,1,1
golden-NN,6,0,5,0,0,0,0,1,0,0,0
recognize-VB,5,1,3,0,0,0,1,0,0,0,0
sgl-NN,21,1,21,0,0,0,0,0,0,0,0
pests-NNS,4,0,0,0,4,0,0,0,1,4,2
yen-NN,332,55,11,228,0,9,35,27,10,0,0
sought-VBN,20,2,9,2,1,3,4,2,0,1,0
peak-NN,20,3,2,5,0,8,2,3,0,0,0
obtaining-VBG,11,4,5,1,1,0,0,0,0,1,0
kidder-NN,18,5,13,0,0,0,0,0,0,0,0
that-DT,269,37,60,55,32,39,43,22,11,16,18
ugandas-NNS,5,0,0,0,0,0,0,0,5,0,0
think-NN,69,6,20,18,5,6,16,4,0,5,3
draw-NN,11,0,0,2,0,9,0,0,0,0,0
arranging-NN,9,1,2,4,0,0,0,6,1,0,0
crude-NN,88,3,0,0,0,86,1,1,0,0,0
bubble-JJ,4,0,0,2,0,2,1,0,0,0,0
signature-NN,5,0,3,2,0,0,1,0,0,0,0
performed-VBN,9,4,2,0,1,1,0,0,1,0,0
reflects-NNS,16,13,1,0,0,1,0,1,0,0,0
commodities-NNS,68,0,7,6,40,3,15,2,3,26,12
comment-NN,168,13,94,40,9,4,7,10,8,7,4
rebuild-VB,4,0,1,0,0,0,3,0,0,0,0
standard-NN,10,3,4,3,0,0,0,1,0,0,0
ports-NNS,53,0,1,0,14,10,0,0,43,5,5
stated-VBN,17,6,7,1,1,4,0,1,0,0,1
bristol-NN,4,1,3,0,0,0,0,0,0,0,0
waivers-NNS,7,1,6,0,0,0,0,0,0,0,0
nationale-NN,8,2,5,0,1,0,0,0,0,0,0
cityquest-NN,4,0,4,0,0,0,0,0,0,0,0
way-NN,181,5,29,34,19,23,57,19,9,8,7
southern-NN,112,12,62,0,20,13,0,0,9,9,9
surveys-NNS,5,0,0,4,0,1,2,2,0,0,0
compound-NN,5,3,0,0,2,0,0,0,0,0,2
bought-VBD,223,13,121,59,19,6,10,23,4,15,13
bought-VBN,63,8,35,8,10,2,1,1,2,7,5
smoke-NN,4,0,1,0,0,2,1,0,2,0,0
reduce-NN,5,1,0,1,0,0,4,0,0,0,0
norrell-NN,4,0,4,0,0,0,0,0,0,0,0
builders-NNS,15,1,13,0,0,0,0,1,0,0,0
intensive-JJ,6,0,1,0,4,1,0,0,0,1,0
ri-NN,7,0,7,0,0,0,0,0,0,0,0
arrivals-NNS,4,0,0,0,4,0,0,0,2,0,0
believe-VBP,70,8,23,13,7,11,6,9,1,4,4
bearing-VBG,4,1,1,1,1,0,0,0,0,1,0
lerner-NN,8,0,8,0,0,0,0,0,0,0,0
now-JJ,7,1,0,2,1,1,1,3,0,0,1
avana-NNS,10,1,9,0,0,0,0,0,0,0,0
late-JJ,164,23,35,30,27,19,20,11,14,15,11
oilseed-VBD,5,0,0,0,5,0,0,0,1,3,4
eyskens-NNS,9,0,0,9,0,0,0,0,0,0,0
unrelated-VBN,8,1,6,0,0,0,1,0,0,0,0
geothermal-JJ,4,4,0,0,0,0,0,0,0,0,0
monthly-JJ,43,11,2,6,8,5,8,2,2,4,3
lowered-VBN,24,7,1,1,4,2,2,8,0,0,4
lowered-VBD,26,7,9,1,2,2,0,5,1,2,0
retaliate-VB,31,0,2,2,2,0,26,0,0,0,2
lows-NNS,8,0,1,2,1,1,1,4,0,1,0
area-NN,165,25,25,3,60,31,9,4,18,17,38
unrealistic-JJ,6,0,0,4,1,0,1,2,1,1,0
concerned-VBN,44,9,9,12,2,0,9,11,0,2,0
occurred-VBN,10,3,0,2,1,2,1,2,0,0,0
gobert-NN,5,0,3,0,0,2,0,0,0,0,0
occurred-VBD,12,2,1,2,2,1,0,2,3,2,0
leasing-VBG,4,3,1,0,0,0,0,0,0,0,0
varity-NN,8,8,0,0,0,0,0,0,0,0,0
spirits-NNS,5,1,3,0,0,0,1,0,0,0,0
corona-NN,7,0,7,0,0,0,0,0,0,0,0
grades-VBZ,5,1,0,0,1,3,0,0,0,1,0
recommendations-NNS,21,3,2,3,1,8,5,0,0,0,1
details-NNS,129,17,61,9,14,15,9,1,7,6,2
rivers-NNS,6,0,0,0,6,0,0,0,1,5,1
barrel-NN,189,9,8,5,0,171,7,3,0,0,0
lewis-NNS,10,0,4,0,0,2,0,4,0,0,0
smaller-NN,8,1,0,2,0,4,3,1,0,0,0
sister-NN,4,0,2,0,0,0,1,0,1,0,0
a-NN,22,10,3,5,0,1,3,3,0,0,0
impressed-VBN,5,1,0,3,0,0,0,1,0,0,0
unclear-JJ,8,0,3,2,2,0,1,0,0,1,1
bundesbank-NN,127,0,0,101,0,0,6,64,0,0,0
turmoil-NN,4,0,0,2,0,1,1,0,0,0,0
misleading-VBG,7,1,5,0,0,1,0,0,0,0,0
twa-VBP,5,0,5,0,0,0,0,0,0,0,0
establishing-VBG,5,1,1,2,2,0,1,0,0,0,0
shipyards-NNS,4,1,0,0,0,0,0,0,3,0,0
whether-IN,209,15,60,43,38,10,36,16,3,17,18
undertake-VB,5,0,0,3,1,1,0,0,1,0,0
promise-NN,10,0,2,5,1,1,4,0,0,1,0
formula-NN,10,4,1,1,0,2,2,1,0,0,0
theyve-JJ,6,1,2,1,1,0,2,0,0,1,1
real-JJ,180,56,44,41,7,7,28,21,0,4,1
revenue-NN,111,47,16,1,4,36,5,7,2,3,2
cautioned-VBD,7,1,0,2,1,0,3,3,0,0,1
africas-NNS,11,1,1,1,2,1,5,1,0,0,2
cablevision-NN,6,0,6,0,0,0,0,0,0,0,0
inflows-NNS,4,0,0,3,0,0,1,0,0,0,0
coming-VBG,59,9,2,18,10,8,9,15,3,4,2
curtail-VB,6,1,0,2,0,2,0,1,1,0,0
urals-NNS,4,0,0,0,0,4,0,0,0,0,0
you-PRP,114,11,21,25,14,4,31,7,10,3,4
allow-NN,4,1,1,1,0,0,1,0,0,0,0
attain-VB,5,2,0,0,1,2,0,0,0,0,0
voting-VBG,21,2,19,0,0,0,0,0,0,0,0
seen-NN,4,0,0,0,1,0,1,2,0,1,1
when-WRB,493,63,97,120,47,81,60,62,31,27,17
produced-VBN,71,10,8,5,14,26,7,4,1,4,8
clabir-NN,5,0,5,0,0,0,0,0,0,0,0
toward-IN,41,4,11,9,3,2,13,3,1,1,1
thyssen-NN,6,6,0,0,0,0,0,0,0,0,0
promised-VBD,5,0,0,4,0,1,1,0,1,0,0
promised-VBN,9,1,3,0,2,1,1,2,0,1,1
dibona-NN,4,0,0,0,0,4,0,0,0,0,0
referring-VBG,21,4,2,2,3,7,3,1,0,2,1
drafting-NN,5,0,0,0,0,2,3,0,0,0,0
imminent-JJ,13,0,3,5,4,1,0,2,0,4,1
